test_type,timestamp,latency_ms,payload_size,success
rest_post,7587.378956565,1.5309,256,False
rest_post,7587.390837228,1.5335,256,False
rest_post,7587.402534283,1.4593,256,False
rest_post,7587.414435692,1.7133,256,False
rest_post,7587.426252085,1.5410,256,False
rest_post,7587.43806438,1.5408,256,False
rest_post,7587.449731175,1.4207,256,False
rest_post,7587.461558523,1.5796,256,False
rest_post,7587.473364781,1.5247,256,False
rest_post,7587.485285624,1.4988,256,False
rest_post,7587.497221177,1.6824,256,False
rest_post,7587.50909402,1.5837,256,False
rest_post,7587.520866375,1.4787,256,False
rest_post,7587.533190401,2.0965,256,False
rest_post,7587.544934031,1.4651,256,False
rest_post,7587.556532635,1.4623,256,False
rest_post,7587.568541557,1.7665,256,False
rest_post,7587.580324282,1.5122,256,False
rest_post,7587.592242724,1.5805,256,False
rest_post,7587.603983938,1.4997,256,False
rest_post,7587.615732547,1.4045,256,False
rest_post,7587.627654741,1.6823,256,False
rest_post,7587.639808274,1.9212,256,False
rest_post,7587.651602917,1.4288,256,False
