Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1765890401,50,,Aggregated,3.666667,0.555556,4,7,5000,5000,5000,5000,5000,5000,5000,5000,5000,63,16,4,1274.693122222225,1.6547569999829648,5038.435157000038,315.8412698412698
1765890402,50,,Aggregated,4.000000,0.700000,5,16,5000,5000,5000,5000,5000,5000,5000,5000,5000,68,19,4,1401.9961221764734,1.6547569999829648,5038.435157000038,294.70588235294116
1765890403,50,,Aggregated,5.500000,1.300000,5,17,5000,5000,5000,5000,5000,5000,5000,5000,5000,84,26,5,1552.5930106190485,1.6547569999829648,5038.435157000038,265.32142857142856
1765890404,50,,Aggregated,6.100000,1.600000,6,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,90,31,6,1727.1239229666694,1.6547569999829648,5038.435157000038,254.37777777777777
1765890405,50,,Aggregated,6.400000,2.100000,6,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,99,38,6,1924.0754383030292,1.6547569999829648,5038.435157000038,232.68686868686868
1765890406,50,,Aggregated,7.200000,2.600000,10,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,108,45,9,2088.188826546296,1.6547569999829648,5038.435157000038,214.61111111111111
1765890407,50,,Aggregated,7.600000,3.100000,16,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,118,51,15,2165.9586310084746,1.6547569999829648,5038.435157000038,207.90677966101694
1765890408,50,,Aggregated,8.600000,3.900000,16,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,121,52,16,2153.7942893719014,1.6547569999829648,5038.435157000038,212.78512396694214
1765890409,50,,Aggregated,9.000000,4.700000,17,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,126,57,17,2267.010222103176,1.6547569999829648,5038.435157000038,204.34126984126985
1765890410,50,,Aggregated,9.500000,4.900000,17,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,133,63,17,2373.414521368423,1.6547569999829648,5038.435157000038,198.15037593984962
1765890411,50,,Aggregated,8.900000,4.800000,18,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,139,68,18,2450.949977338131,1.6547569999829648,5038.435157000038,191.16546762589928
1765890412,50,,Aggregated,8.600000,5.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,146,74,5000.0,2539.1074978082215,1.6547569999829648,5038.435157000038,183.4931506849315
1765890413,50,,Aggregated,7.900000,5.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,151,79,5000.0,2621.004843609274,1.6547569999829648,5038.435157000038,177.41721854304635
1765890414,50,,Aggregated,7.700000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,157,84,5000.0,2680.277345719747,1.6547569999829648,5038.435157000038,173.84076433121018
1765890415,50,,Aggregated,7.400000,5.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,168,93,5000.0,2772.9437089523826,1.6547569999829648,5038.435157000038,169.0654761904762
1765890416,50,,Aggregated,6.600000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,177,100,5000.0,2829.964968457629,1.6547569999829648,5038.435157000038,166.74011299435028
1765890417,50,,Aggregated,7.000000,5.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,182,105,5000.0,2889.6988804065954,1.6547569999829648,5038.435157000038,162.15934065934067
1765890416,50,,Aggregated,6.600000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,187,109,5000.0,2919.4824576256715,1.6547569999829648,5038.435157000038,160.5133689839572
1765890417,50,,Aggregated,7.000000,5.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,193,114,5000.0,2958.3868026165846,1.6547569999829648,5038.435157000038,158.66839378238342
1765890418,50,,Aggregated,6.900000,5.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,195,116,5000.0,2979.355841107697,1.6547569999829648,5038.435157000038,157.04102564102564
1765890419,50,,Aggregated,7.300000,5.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,201,121,5000.0,3014.916585054731,1.6547569999829648,5038.435157000038,154.85572139303483
1765890420,50,,Aggregated,7.300000,6.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,210,129,5000.0,3076.380248242862,1.6547569999829648,5038.435157000038,151.1095238095238
1765890421,50,,Aggregated,7.700000,6.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,216,134,5000.0,3106.756542037041,1.6547569999829648,5038.435157000038,149.72222222222223
1765890422,50,,Aggregated,8.000000,6.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,219,137,5000.0,3132.7435459817384,1.6547569999829648,5038.435157000038,147.67123287671234
1765890423,50,,Aggregated,7.600000,6.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,224,142,5000.0,3174.5156349642893,1.6547569999829648,5038.435157000038,144.375
1765890424,50,,Aggregated,7.600000,6.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,227,145,5000.0,3198.6952717048493,1.6547569999829648,5038.435157000038,142.46696035242292
1765890425,50,,Aggregated,7.400000,6.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,232,150,5000.0,3237.630665262935,1.6547569999829648,5038.435157000038,139.39655172413794
1765890426,50,,Aggregated,7.500000,6.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,235,153,5000.0,3260.163664987239,1.6547569999829648,5038.435157000038,137.61702127659575
1765890427,50,,Aggregated,7.000000,6.100000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,238,156,5000.0,3282.164126663871,1.6547569999829648,5038.435157000038,135.88235294117646
1765890428,50,,Aggregated,6.300000,5.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,241,159,5000.0,3303.6672663941963,1.6547569999829648,5038.435157000038,134.1908713692946
1765890429,50,,Aggregated,5.300000,4.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,248,166,5000.0,3351.7678054153275,1.6547569999829648,5038.435157000038,130.40322580645162
1765890430,50,,Aggregated,5.300000,4.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,252,170,5000.0,3378.0013614444492,1.6547569999829648,5038.435157000038,128.33333333333334
1765890431,50,,Aggregated,4.500000,4.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,259,176,5000.0,3402.6871036100433,1.6547569999829648,5038.435157000038,127.2084942084942
1765890432,50,,Aggregated,4.600000,4.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,261,178,5000.0,3414.9578684674375,1.6547569999829648,5038.435157000038,126.23371647509579
1765890433,50,,Aggregated,4.400000,4.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,263,180,5000.0,3427.030044863123,1.6547569999829648,5038.435157000038,125.27376425855513
1765890434,50,,Aggregated,4.400000,4.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,266,183,5000.0,3444.813058556396,1.6547569999829648,5038.435157000038,123.8609022556391
1765890435,50,,Aggregated,4.400000,4.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,269,186,5000.0,3462.2057347881087,1.6547569999829648,5038.435157000038,122.47955390334573
1765890436,50,,Aggregated,3.800000,3.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,273,189,5000.0,3466.482523501836,1.6547569999829648,5038.435157000038,122.9084249084249
1765890437,50,,Aggregated,3.900000,3.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,279,195,5000.0,3499.553145215059,1.6547569999829648,5038.435157000038,120.26523297491039
1765890438,50,,Aggregated,3.800000,3.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,282,198,5000.0,3515.547769808516,1.6547569999829648,5038.435157000038,118.98581560283688
1765890439,50,,Aggregated,4.100000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,286,202,5000.0,3536.36377868532,1.6547569999829648,5038.435157000038,117.32167832167832
1765890440,50,,Aggregated,4.000000,3.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,290,206,5000.0,3556.604107917246,1.6547569999829648,5038.435157000038,115.70344827586207
1765890441,50,,Aggregated,3.800000,3.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,293,209,5000.0,3571.4109002013697,1.6547569999829648,5038.435157000038,114.51877133105802
1765890442,50,,Aggregated,3.600000,3.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,296,212,5000.0,3585.933786246625,1.6547569999829648,5038.435157000038,113.35810810810811
1765890443,50,,Aggregated,3.600000,3.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,299,215,5000.0,3600.1678287725786,1.6547569999829648,5038.435157000038,112.22073578595318
1765890444,50,,Aggregated,3.300000,3.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,307,223,5000.0,3636.7335281042374,1.6547569999829648,5038.435157000038,109.29641693811075
1765890445,50,,Aggregated,3.800000,3.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,310,226,5000.0,3649.9562686838744,1.6547569999829648,5038.435157000038,108.23870967741935
1765890446,50,,Aggregated,3.600000,3.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,312,228,5000.0,3658.6292287500037,1.6547569999829648,5038.435157000038,107.5448717948718
1765890447,50,,Aggregated,4.000000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,318,234,5000.0,3684.0321577641553,1.6547569999829648,5038.435157000038,105.51572327044025
1765890446,50,,Aggregated,3.600000,3.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,328,244,5000.0,3724.2940795304917,1.6547569999829648,5038.435157000038,102.29878048780488
1765890447,50,,Aggregated,4.000000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,333,249,5000.0,3743.5336682222255,1.6547569999829648,5038.435157000038,100.76276276276276
1765890448,50,,Aggregated,4.000000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,340,256,5000.0,3769.4836941588264,1.6547569999829648,5038.435157000038,98.68823529411765
1765890449,50,,Aggregated,4.200000,4.100000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,342,257,5000.0,3762.0801274210557,1.6547569999829648,5038.435157000038,100.42397660818713
1765890450,50,,Aggregated,5.800000,5.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,343,258,5000.0,3765.700795886301,1.6547569999829648,5038.435157000038,100.13119533527697
1765890451,50,,Aggregated,6.000000,5.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,346,261,5000.0,3776.432574658963,1.6547569999829648,5038.435157000038,99.26300578034682
1765890452,50,,Aggregated,5.400000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,353,265,5000.0,3758.270586039664,1.6547569999829648,5038.435157000038,102.45325779036827
1765890453,50,,Aggregated,5.400000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,357,268,5000.0,3758.2270581876783,1.6547569999829648,5038.435157000038,103.00560224089637
1765890454,50,,Aggregated,5.700000,5.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,364,274,5000.0,3768.4508211511015,1.6547569999829648,5038.435157000038,102.6923076923077
1765890455,50,,Aggregated,5.800000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,369,279,5000.0,3785.1963889864533,1.6547569999829648,5038.435157000038,101.30081300813008
1765890456,50,,Aggregated,6.100000,5.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,372,282,5000.0,3795.0533528709716,1.6547569999829648,5038.435157000038,100.48387096774194
1765890457,50,,Aggregated,6.100000,5.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,377,286,5000.0,3797.8402633872724,1.6547569999829648,5038.435157000038,101.44031830238727
1765890458,50,,Aggregated,5.900000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,380,289,5000.0,3807.3738906894787,1.6547569999829648,5038.435157000038,100.63947368421053
1765890459,50,,Aggregated,5.900000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,384,293,5000.0,3819.887071901047,1.6547569999829648,5038.435157000038,99.59114583333333
1765890460,50,,Aggregated,5.900000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,384,293,5000.0,3819.887071901047,1.6547569999829648,5038.435157000038,99.59114583333333
1765890461,50,,Aggregated,4.200000,3.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,390,299,5000.0,3838.2275183205184,1.6547569999829648,5038.435157000038,98.05897435897435
1765890462,50,,Aggregated,4.200000,3.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,394,303,5000.0,3850.134207439092,1.6547569999829648,5038.435157000038,97.06345177664974
1765890463,50,,Aggregated,4.500000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,398,307,5000.0,3861.741717299,1.6547569999829648,5038.435157000038,96.08793969849246
1765890464,50,,Aggregated,4.400000,4.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,403,312,5000.0,3875.9398022580704,1.6547569999829648,5038.435157000038,94.89578163771712
1765890465,50,,Aggregated,4.400000,4.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,407,316,5000.0,3887.053529997549,1.6547569999829648,5038.435157000038,93.96314496314497
1765890466,50,,Aggregated,4.000000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,410,319,5000.0,3895.2255388926883,1.6547569999829648,5038.435157000038,93.27560975609757
1765890467,50,,Aggregated,4.000000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,420,328,5000.0,3909.7215266190537,1.6547569999829648,5038.435157000038,93.79523809523809
1765890468,50,,Aggregated,3.800000,3.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,425,332,5000.0,3910.830764437653,1.6547569999829648,5038.435157000038,95.4
1765890469,50,,Aggregated,4.000000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,427,333,5000.0,3904.2450806697957,1.6547569999829648,5038.435157000038,96.37470725995315
1765890470,50,,Aggregated,4.400000,4.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,434,338,5000.0,3898.935948184338,1.6547569999829648,5038.435157000038,99.036866359447
1765890471,50,,Aggregated,4.200000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,444,347,5000.0,3912.6047748986543,1.6547569999829648,5038.435157000038,98.17342342342343
1765890472,50,,Aggregated,4.600000,4.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,448,350,5000.0,3911.2042796049163,1.6547569999829648,5038.435157000038,100.02678571428571
1765890473,50,,Aggregated,4.600000,4.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,452,353,5000.0,3909.8235708008906,1.6547569999829648,5038.435157000038,100.48451327433628
1765890474,50,,Aggregated,5.300000,4.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,456,357,5000.0,3919.444591872813,1.6547569999829648,5038.435157000038,99.6030701754386
1765890475,50,,Aggregated,5.600000,4.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,460,360,5000.0,3918.055423389136,1.6547569999829648,5038.435157000038,101.55217391304348
1765890476,50,,Aggregated,5.300000,4.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,466,366,5000.0,3932.048325223181,1.6547569999829648,5038.435157000038,100.24463519313305
1765890477,50,,Aggregated,5.200000,4.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,469,369,5000.0,3938.911249070368,1.6547569999829648,5038.435157000038,99.60341151385927
1765890476,50,,Aggregated,5.600000,4.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,474,374,5000.0,3950.184237208866,1.6547569999829648,5038.435157000038,98.55274261603375
1765890477,50,,Aggregated,5.300000,4.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,477,377,5000.0,3956.8231132075525,1.6547569999829648,5038.435157000038,97.9329140461216
1765890478,50,,Aggregated,5.200000,4.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,480,380,5000.0,3963.4100823270883,1.6547569999829648,5038.435157000038,97.32083333333334
1765890479,50,,Aggregated,5.700000,4.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,488,388,5000.0,3980.4854061987758,1.6547569999829648,5038.435157000038,95.72540983606558
1765890480,50,,Aggregated,5.700000,4.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,495,394,5000.0,3984.8443508525306,1.6547569999829648,5038.435157000038,94.95757575757575
1765890481,50,,Aggregated,5.700000,5.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,501,400,5000.0,3997.0697747904255,1.6547569999829648,5038.435157000038,93.82035928143712
1765890482,50,,Aggregated,6.200000,5.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,505,404,5000.0,4005.035353063373,1.6547569999829648,5038.435157000038,93.07722772277228
1765890483,50,,Aggregated,6.400000,5.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,508,407,5000.0,4010.926392370085,1.6547569999829648,5038.435157000038,92.5275590551181
1765890484,50,,Aggregated,6.400000,5.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,511,409,5000.0,4006.9733069158583,1.6547569999829648,5038.435157000038,93.17221135029354
1765890485,50,,Aggregated,5.800000,5.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,513,411,5000.0,4010.8664593528333,1.6547569999829648,5038.435157000038,92.80896686159844
1765890486,50,,Aggregated,5.700000,5.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,522,419,5000.0,4018.390394507669,1.6547569999829648,5038.435157000038,94.46360153256705
1765890487,50,,Aggregated,5.400000,5.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,526,422,5000.0,4016.370374461983,1.6547569999829648,5038.435157000038,97.22243346007605
1765890488,50,,Aggregated,5.400000,5.100000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,533,427,5000.0,4010.56606779175,1.6547569999829648,5038.435157000038,98.22326454033771
1765890489,50,,Aggregated,5.400000,5.100000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,536,429,5000.0,4006.79143294217,1.6547569999829648,5038.435157000038,101.19402985074628
1765890490,50,,Aggregated,5.200000,4.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,540,432,5000.0,4004.9181900814874,1.6547569999829648,5038.435157000038,100.98148148148148
1765890491,50,,Aggregated,5.200000,4.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,546,436,5000.0,3997.574548115389,1.6547569999829648,5038.435157000038,101.51465201465201
1765890492,50,,Aggregated,4.300000,3.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,557,444,5000.0,3990.506730976665,1.6547569999829648,5038.435157000038,105.54398563734291
1765890493,50,,Aggregated,4.500000,3.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,562,447,5000.0,3981.73045148577,1.6547569999829648,5038.435157000038,106.76512455516014
1765890494,50,,Aggregated,5.100000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,570,455,5000.0,3996.07849858597,1.6547569999829648,5038.435157000038,105.26666666666667
1765890495,50,,Aggregated,5.400000,4.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,574,458,5000.0,3994.3849124669036,1.6547569999829648,5038.435157000038,105.0383275261324
1765890496,50,,Aggregated,5.700000,4.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,578,460,5000.0,3984.0589445346072,1.6547569999829648,5038.435157000038,105.31487889273356
1765890497,50,,Aggregated,5.900000,4.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,582,461,5000.0,3965.2853346237166,1.6547569999829648,5038.435157000038,110.43986254295532
1765890498,50,,Aggregated,5.700000,4.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,586,463,5000.0,3955.3309833361827,1.6547569999829648,5038.435157000038,111.21672354948805
1765890499,50,,Aggregated,5.700000,4.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,590,466,5000.0,3953.9649040169547,1.6547569999829648,5038.435157000038,111.49152542372882
1765890500,50,,Aggregated,5.200000,3.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,597,470,5000.0,3941.1407029614793,1.6547569999829648,5038.435157000038,116.65829145728644
1765890501,50,,Aggregated,5.200000,3.400000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,602,475,5000.0,3949.9623424667825,1.6547569999829648,5038.435157000038,115.68936877076412
1765890502,50,,Aggregated,5.700000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,610,481,5000.0,3947.389757375415,1.6547569999829648,5038.435157000038,115.64262295081967
1765890503,50,,Aggregated,5.700000,3.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,613,484,5000.0,3952.565308164769,1.6547569999829648,5038.435157000038,115.07667210440457
1765890504,50,,Aggregated,5.300000,3.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,617,487,5000.0,3951.277996834689,1.6547569999829648,5038.435157000038,114.80064829821718
1765890505,50,,Aggregated,5.200000,3.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,622,491,5000.0,3951.7206967974334,1.6547569999829648,5038.435157000038,114.85369774919614
1765890506,50,,Aggregated,4.700000,3.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,628,497,5000.0,3961.771173291407,1.6547569999829648,5038.435157000038,113.75636942675159
1765890507,50,,Aggregated,4.800000,3.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,632,499,5000.0,3952.5466307816514,1.6547569999829648,5038.435157000038,114.95727848101266
1765890505,50,,Aggregated,5.200000,3.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,637,504,5000.0,3960.835000023554,1.6547569999829648,5038.435157000038,114.05494505494505
1765890506,50,,Aggregated,4.700000,3.200000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,639,506,5000.0,3964.135262629115,1.6547569999829648,5038.435157000038,113.697965571205
1765890507,50,,Aggregated,4.800000,3.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,644,509,5000.0,3956.667228158392,1.6547569999829648,5038.435157000038,114.31987577639751
1765890508,50,,Aggregated,5.100000,3.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,650,515,5000.0,3966.329260149237,1.6547569999829648,5038.435157000038,113.26461538461538
1765890509,50,,Aggregated,5.800000,4.500000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,658,520,5000.0,3956.143819803958,1.6547569999829648,5038.435157000038,123.58510638297872
1765890510,50,,Aggregated,6.000000,4.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,663,523,5000.0,3948.953520499252,1.6547569999829648,5038.435157000038,124.4841628959276
1765890511,50,,Aggregated,6.100000,5.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,668,526,5000.0,3941.8714869086884,1.611693000086234,5038.435157000038,130.15718562874252
1765890512,50,,Aggregated,6.600000,5.300000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,671,529,5000.0,3946.6210020268313,1.611693000086234,5038.435157000038,129.575260804769
1765890513,50,,Aggregated,6.200000,4.900000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,677,533,5000.0,3941.219982007391,1.611693000086234,5038.435157000038,130.22008862629247
1765890514,50,,Aggregated,6.000000,4.700000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,679,534,5000.0,3936.987457244483,1.611693000086234,5038.435157000038,130.73048600883652
1765890515,50,,Aggregated,6.000000,4.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,690,543,5000.0,3939.5049772087013,1.611693000086234,5038.435157000038,135.52173913043478
1765890516,50,,Aggregated,6.200000,4.800000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,692,545,5000.0,3942.5842446286188,1.611693000086234,5038.435157000038,135.13005780346822
1765890517,50,,Aggregated,6.100000,4.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,697,549,5000.0,3943.036801992832,1.611693000086234,5038.435157000038,135.03156384505021
1765890518,50,,Aggregated,6.200000,4.600000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,701,553,5000.0,3949.085971281032,1.611693000086234,5038.435157000038,134.2610556348074
1765890519,50,,Aggregated,5.400000,4.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,706,558,5000.0,3956.569626477342,1.611693000086234,5038.435157000038,133.31019830028328
1765890520,50,,Aggregated,5.300000,4.000000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,709,560,5000.0,3953.9498748392148,1.611693000086234,5038.435157000038,133.60225669957686
